,gnews_flair,gnews_tb_polarity,gnews_tb_subjectivity,gnews_sid_pos,gnews_sid_neg,gnews_sid_neu,gnews_sid_com
1970-01-01,0.058641935483871,0.0383556955550293,0.1195553976853023,0.0188387096774193,0.0049032258064516,0.9762903225806452,0.2125451612903226
